Release Tag,Published At,Commit SHA,Commit Message,Author,Commit Date
v0.8.5,2021-06-10T12:02:58Z,a10d9329914c8d06e0c9c5cc6b8bbed5736a0c69,Update bug list.,chriseth,2021-06-10T09:08:03Z
v0.8.5,2021-06-10T12:02:58Z,45bb1e881abdf4715f018737330bd8415f736499,Sort changelog.,chriseth,2021-06-09T10:21:26Z
v0.8.5,2021-06-10T12:02:58Z,9a847deaee5ef86044fae731c7fc9801c61655a8,adopt cameel's version,QQ喵,2021-06-10T01:13:27Z
v0.8.5,2021-06-10T12:02:58Z,98e7b61a378467116bd5dfdd8d1455a60ef26d2e,Merge pull request #11510 from ethereum/removeNondeterministicTest,Daniel Kirchner,2021-06-09T13:42:08Z
v0.8.5,2021-06-10T12:02:58Z,284e8a103fa76c304d2af1f82b453300ba742147,Remove potentially non-deterministic test case.,Daniel Kirchner,2021-06-09T12:42:16Z
v0.8.5,2021-06-10T12:02:58Z,e5500b9f2093deef9332d379f0939354080fc749,Merge pull request #11471 from ethereum/funcdef-unimplemented-modifier,chriseth,2021-06-09T11:54:05Z
v0.8.5,2021-06-10T12:02:58Z,0fff4e6743e9ab8ab026ba2e5fc63259a4061881,Merge pull request #10908 from a3d4/fix-9231-struct-member-names-shadow-type-names,chriseth,2021-06-09T11:20:52Z
v0.8.5,2021-06-10T12:02:58Z,a14ac1923d3a4380b7972d142cd01b857c586c4c,Fixes ICE when overriding an implemented modifier with an unimplemented one.,Christian Parpart,2021-06-09T09:54:09Z
v0.8.5,2021-06-10T12:02:58Z,362fc6650d6a9dd15f1e034f6e7da9dd1fac6b79,Extra tests for shadowing within function parameter lists,Kamil Śliwak,2021-05-11T15:04:52Z
v0.8.5,2021-06-10T12:02:58Z,f59145f21f0130ff02124fafb0f9f700a75aec61,Fix shadowing struct types by struct member names,a3d4,2021-02-08T04:50:58Z
v0.8.5,2021-06-10T12:02:58Z,70b8b1c8345db0378c7cdaa631f77d9a6b3da0da,Do not warn about shadowing parameters in functions without implementation,a3d4,2021-02-08T04:50:58Z
v0.8.5,2021-06-10T12:02:58Z,edee67b4cc57636aec0fc82fb85a794a7aee126b,Merge pull request #11503 from ethereum/issue-11501,chriseth,2021-06-09T10:24:03Z
v0.8.5,2021-06-10T12:02:58Z,8de575f738518f9401b6927e4d35dbce16380a14,Merge pull request #11442 from ethereum/path-resolution-docs-current-state-v2,chriseth,2021-06-09T09:27:21Z
v0.8.5,2021-06-10T12:02:58Z,001a25db953d21b85590e0235dcad9ca461afae7,Fix crash in ControlFlowGraph related to free functions.,Mathias Baumann,2021-06-08T17:37:48Z
v0.8.5,2021-06-10T12:02:58Z,5e3788874bdbd45b2dbdb3d33b29ad186716b3ff,"Detailed documentation for path resolution in imports, including remappings, base path and standard input",Kamil Śliwak,2021-03-15T12:20:03Z
v0.8.5,2021-06-10T12:02:58Z,e77e9e449e372d351e8550670216f51b818d0bf0,Merge pull request #11499 from ethereum/callGraphInfiniteConstant,chriseth,2021-06-08T16:43:13Z
v0.8.5,2021-06-10T12:02:58Z,fe35512febff0a5453d14fe8e00dfee7dbbe712a,Remove EVMAssembly.,chriseth,2021-06-08T16:41:22Z
v0.8.5,2021-06-10T12:02:58Z,3eaa37030a10c74a0d5d046f165ce84864dec068,Fix infinite recursion in function call graph generator due to recursive constant references.,chriseth,2021-06-08T10:43:43Z
v0.8.5,2021-06-10T12:02:58Z,215bbe2e6da7e2b783f04ba10c4d745fbd8c0c7f,Merge pull request #11498 from ethereum/script_gas_test,Harikrishnan Mulackal,2021-06-08T11:07:42Z
v0.8.5,2021-06-10T12:02:58Z,a4fd7c56a45d18e1cd0f19df0f7d643f06f80350,A script to summarize gas differences from isoltest for PRs.,hrkrshnn,2021-06-08T09:27:38Z
v0.8.5,2021-06-10T12:02:58Z,aa37cc526afeee7865fcfa8d983660b764beea6f,can not prefix with ``this.``,QQ喵,2021-06-08T07:09:18Z
v0.8.5,2021-06-10T12:02:58Z,7d8a4e63d84f548dbb3409f761fb2e92936c9057,Merge pull request #11491 from TerranCivilian/fix-10269,chriseth,2021-06-07T18:15:20Z
v0.8.5,2021-06-10T12:02:58Z,c15501eea9cdda30e4fccd04dec8702d84afc2fa,Remove unneeded include files,TerranCivilian,2021-06-05T15:44:28Z
v0.8.5,2021-06-10T12:02:58Z,e3e6729f2214cd93a5ddccb54c538914bacf11ff,Merge pull request #11481 from ethereum/unify-resolve,chriseth,2021-06-07T14:54:13Z
v0.8.5,2021-06-10T12:02:58Z,ad3bc71f270bcec6dd0f5309562496636da4f09f,Merge pull request #11455 from ethereum/issue-11381,chriseth,2021-06-07T14:51:37Z
v0.8.5,2021-06-10T12:02:58Z,6a0313c456eb41de597aabe956c66b9b4cc3ae4e,Unify function call resolve function used in Analysis & Yul CodeGen,Mathias Baumann,2021-06-03T11:09:13Z
v0.8.5,2021-06-10T12:02:58Z,354f9d101530d38faaeaaf12382bf95e053e21e3,Fix: Allow multiple @return tags on public state variables,Mathias Baumann,2021-05-26T15:37:49Z
v0.8.5,2021-06-10T12:02:58Z,aae9d347aa7468a75d52590313b4912bbfdb4a09,Split DocStringParsing in two stages,Mathias Baumann,2021-05-26T15:37:49Z
v0.8.5,2021-06-10T12:02:58Z,1f8f1a3db93a548d0555e3e14cfc55a10e25b60e,Merge pull request #11484 from ethereum/fix-unreachable-code-anaysis,chriseth,2021-06-04T10:44:35Z
v0.8.6,2021-06-22T12:30:35Z,11564f7ec2d34f488e7f7946c1f19491a967370e,Merge pull request #11566 from ethereum/prepare086,chriseth,2021-06-22T11:30:55Z
v0.8.6,2021-06-22T12:30:35Z,c502158c69a73dcc3f8d550bd1954885b8c2e3e0,Prepare release of 0.8.6.,chriseth,2021-06-22T08:47:34Z
v0.8.6,2021-06-22T12:30:35Z,6324688ece3671df519cc3d50672c9bfee15f109,Merge pull request #11420 from ethereum/docs-sphinx-4-compatibility-fixes,chriseth,2021-06-22T09:02:34Z
v0.8.6,2021-06-22T12:30:35Z,69714b28547c7549bbe9a46094e3acdae0182786,Merge pull request #11565 from ethereum/fix-isolate-tests-parsing-sphinx-block-parameters,chriseth,2021-06-22T09:01:16Z
v0.8.6,2021-06-22T12:30:35Z,98c4830f2a9f1e03ecfbf6e22f3372e8748db539,docs/requirements.txt: Add minimum version for Sphinx,Kamil Śliwak,2021-05-20T19:55:19Z
v0.8.6,2021-06-22T12:30:35Z,056e0d3751dc761c4ca1ece7fd33fedbb0bd81d2,docs: Suppress highlighting errors for snippets that cause errors in pygments-lexer-solidity,Kamil Śliwak,2021-05-20T19:19:33Z
v0.8.6,2021-06-22T12:30:35Z,570ecf1cf193a278c123b577e7f33dedfa239362,Replace deprecated Sphinx mehods with newer equivalents,Kamil Śliwak,2021-05-20T19:04:51Z
v0.8.6,2021-06-22T12:30:35Z,b7bbf6bd070dea5d5457541da660dc554ac546b2,docs/contributing.rst: Don't use the default Solidity highlighting for shell and text snippets,Kamil Śliwak,2021-05-20T19:00:44Z
v0.8.6,2021-06-22T12:30:35Z,da40011d8c322e6b027095a35d760fb453cdda1f,Add generated robots.txt to .gitignore,Kamil Śliwak,2021-05-20T19:02:14Z
v0.8.6,2021-06-22T12:30:35Z,0311b955c2b6824d18dad1047e05c745094e1524,isolate_tests.py: Parse Sphinx block parameters correctly,Kamil Śliwak,2021-06-21T18:53:21Z
v0.8.6,2021-06-22T12:30:35Z,a96114b3c5654047d700c5b7f99245370a77781c,Merge pull request #11450 from ethereum/originSourceLocations,chriseth,2021-06-21T17:19:18Z
v0.8.6,2021-06-22T12:30:35Z,838f59fa5b82a88bac9ea9a670112fa01220e27b,Adding origin location notation to yul ir.,Djordje Mijovic,2021-05-27T20:05:21Z
v0.8.6,2021-06-22T12:30:35Z,921e21c7cb10153e806a07751c1fa9c02a66fee8,Merge pull request #11500 from ethereum/supportMetadataViaIR,chriseth,2021-06-21T16:35:20Z
v0.8.6,2021-06-22T12:30:35Z,0df8a38e55dfdd93ab4c95c8bbe6924e64a226a3,Support metadata via IR.,chriseth,2021-06-08T14:35:37Z
v0.8.6,2021-06-22T12:30:35Z,ff3eca4ccc216b360d02ceb8eadeaba4f82b148e,Merge pull request #11560 from patekuru/patch-1,chriseth,2021-06-21T08:05:50Z
v0.8.6,2021-06-22T12:30:35Z,5787bc921d67724f4cc50b6839e05939f41c0f32,Update micropayment.rst,patekuru,2021-06-19T12:50:51Z
v0.8.6,2021-06-22T12:30:35Z,112815862e996c6975cbae404a29c9f31851cd51,Merge pull request #11549 from TaldenV/update-path-resolution,Kamil Śliwak,2021-06-17T16:52:32Z
v0.8.6,2021-06-22T12:30:35Z,1d48b686379be76541b10cc9504840a4169d1998,Edit for clarity,TaldenV,2021-06-17T14:33:08Z
v0.8.6,2021-06-22T12:30:35Z,a695089fecd2b3168648fb14373aa76c736a13bb,Merge pull request #10866 from ethereum/ir-stack,chriseth,2021-06-17T14:16:05Z
v0.8.6,2021-06-22T12:30:35Z,0e8e4eacd59194f66571e136e635e1921af392e5,Pass on assembly instance from AssemblyStack to CompilerStack,Alex Beregszaszi,2020-12-21T10:21:28Z
v0.8.6,2021-06-22T12:30:35Z,6ae09ee0cc9b667fb6327fcbeaa173602119b1e2,Add AssemblyStack.assembleEVM which returns both deploy and runtime assemblies,Alex Beregszaszi,2021-04-22T14:08:51Z
v0.8.6,2021-06-22T12:30:35Z,05e3e723f57390d25af95d8f08cd1d8c481d810a,Remove non-existing AssemblyStack.assembleAndGuessRuntime from header,Alex Beregszaszi,2021-04-22T13:57:58Z
v0.8.6,2021-06-22T12:30:35Z,79794081eb310f5c384261459980b1c8f60bee6e,Extract assemble() from compileContract() in CompilerStack,Alex Beregszaszi,2021-06-15T13:48:59Z
v0.8.6,2021-06-22T12:30:35Z,e0c2999e019b4f0527152edee8a8f15695e19788,Merge pull request #11546 from AlleghenyCrypto/update_dependency_script,chriseth,2021-06-17T10:53:52Z
v0.8.6,2021-06-22T12:30:35Z,182ec685fea62aeab0170325f0f4a92a5dad630e,Updated install_deps.sh to handle Big Sur 11.3 and 11.4,Allegheny Crypto,2021-06-17T01:06:36Z
v0.8.6,2021-06-22T12:30:35Z,e8ebfe49a1b0f7bcf6ea2caa105c115c68c40fe2,Merge pull request #11547 from ethereum/fix-develop-ci,Leonardo,2021-06-17T09:33:47Z
v0.8.6,2021-06-22T12:30:35Z,d176716d478ac5dd380c073ad62a97a67571d8d9,Added extra commands that needs to be run before `brew update`,hrkrshnn,2021-06-17T08:34:57Z
v0.8.6,2021-06-22T12:30:35Z,eb04dfcd3e109c909205b96e1d0f4d726281ca73,Updated expectation of FixedFeeRegistrar.sol,hrkrshnn,2021-06-17T08:08:31Z
v0.8.6,2021-06-22T12:30:35Z,614683019bf4423b524da3cb7f442079358ce76c,Merge pull request #11426 from ethereum/test-fixedfee,chriseth,2021-06-16T16:34:10Z
v0.8.6,2021-06-22T12:30:35Z,dbd80b3a8312b31529c9ae17a450c5433eac6519,Merge pull request #11541 from jgoodall628/patch-1,chriseth,2021-06-16T10:26:43Z
v0.8.7,2021-08-11T12:55:33Z,e28d00a76daa0747f00ffe47cea17862bca55771,Merge pull request #11763 from ethereum/basefee-hasOpcode,Daniel Kirchner,2021-08-11T12:14:21Z
v0.8.7,2021-08-11T12:55:33Z,98a259a92ded11e0ef76c381b574eced176386f1,Merge pull request #11784 from ethereum/set-release-date,Harikrishnan Mulackal,2021-08-11T10:52:37Z
v0.8.7,2021-08-11T12:55:33Z,2c0c27c6d42689a7bec3544c10d0deefe6c543a8,Set the release date and updated bugs_by_version.json,hrkrshnn,2021-08-11T10:13:07Z
v0.8.7,2021-08-11T12:55:33Z,3d33f212c826750bcf4321fe3ccfc9b884e64047,Merge pull request #11780 from ethereum/sort-changelog-0.8.7,Harikrishnan Mulackal,2021-08-11T09:43:57Z
v0.8.7,2021-08-11T12:55:33Z,7b5595b0add29b9e1185c2f411bf68266009e013,Merge pull request #11775 from ethereum/docs-resources,Daniel Kirchner,2021-08-11T09:43:10Z
v0.8.7,2021-08-11T12:55:33Z,990a072fe579700d4cfc2427017caf11a802dc52,Merge pull request #11782 from ethereum/smt_show_unproved_flag,Daniel Kirchner,2021-08-11T09:35:24Z
v0.8.7,2021-08-11T12:55:33Z,a2e73d7896d8868c460b8888b1cd507acd219247,Update resources.rst,franzihei,2021-08-10T15:08:08Z
v0.8.7,2021-08-11T12:55:33Z,8ce878621a254a20816e09f1172142ff308b9766,Make show unproved CLI a flag,Leo Alt,2021-08-11T08:54:03Z
v0.8.7,2021-08-11T12:55:33Z,2577670e38581f39154fd102a2ff3ba11475a19a,Sort changelog for 0.8.7 release,hrkrshnn,2021-08-11T08:52:13Z
v0.8.7,2021-08-11T12:55:33Z,892700d769ad23fd7cd252cd6f77044032cc27d5,Tests for basefee as identifier in inline assembly,hrkrshnn,2021-08-09T10:45:28Z
v0.8.7,2021-08-11T12:55:33Z,7f1a2be0fee99531b5e9c0eca7dc1c70b9ffcaa0,Allow basefee as Yul identifier for EVMVersion < london,hrkrshnn,2021-08-09T10:40:14Z
v0.8.7,2021-08-11T12:55:33Z,74ec3c19839d672f92130d6006645447bafe921d,Merge pull request #11760 from ethereum/default-evmversion-london,Harikrishnan Mulackal,2021-08-11T08:42:41Z
v0.8.7,2021-08-11T12:55:33Z,0fc3e2dfb3c4825ac746bdcab5a2896a6f5778af,Merge pull request #11647 from ethereum/basefee,Harikrishnan Mulackal,2021-08-11T08:31:22Z
v0.8.7,2021-08-11T12:55:33Z,11b80dc8ced1e9642ee620b8bbdd9b3489d97586,Updated changes in refunds: EIP-3529,hrkrshnn,2021-08-09T08:43:44Z
v0.8.7,2021-08-11T12:55:33Z,79733fca48bc225f2306c0a12c141e606436466b,Set default EVM version to London.,hrkrshnn,2021-08-09T08:06:53Z
v0.8.7,2021-08-11T12:55:33Z,43605d92992dfbd070c27851550cc78a82ae00e2,Tests and Changelog for basefee.,hrkrshnn,2021-07-12T14:51:56Z
v0.8.7,2021-08-11T12:55:33Z,cb9b52c242dcccbab811eb37dd7c283367e0fa8d,Docs for block.basefee and basefee() in Yul.,hrkrshnn,2021-07-12T14:50:37Z
v0.8.7,2021-08-11T12:55:33Z,13b269498a874f9efca392434c98b80f28788fa9,Merge pull request #11770 from ethereum/byte-equivalence,chriseth,2021-08-10T09:04:38Z
v0.8.7,2021-08-11T12:55:33Z,a54addc2cb0ce689a2c06dde5f0d690d66742b3c,An equivalence check for the Byte opcode,hrkrshnn,2021-08-10T09:00:29Z
v0.8.7,2021-08-11T12:55:33Z,74c804d87d6e10464c430fba169fa2ed328aba4a,Merge pull request #11765 from ethereum/fix_byte_formal,chriseth,2021-08-09T18:38:08Z
v0.8.7,2021-08-11T12:55:33Z,f6789de9f8a5302919b03371e066fbc41d60744b,Fix implementation of BYTE,chriseth,2021-08-09T15:40:48Z
v0.8.7,2021-08-11T12:55:33Z,af1dabb5554a22f9fae545451a9867f37d2520f6,Added EVMVersion london.,hrkrshnn,2021-07-12T14:50:16Z
v0.8.7,2021-08-11T12:55:33Z,543ccf52871dfafd2d7880354c14968ad755d45f,Added the basefee instruction in YulInterpreter,hrkrshnn,2021-07-12T14:49:53Z
v0.8.7,2021-08-11T12:55:33Z,95091f6b5892b556b3a2a151af147f60da0a74bf,Implemented `block.basefee` in Solidilty and `basefee()` in Yul.,hrkrshnn,2021-07-12T14:49:05Z
v0.8.7,2021-08-11T12:55:33Z,d92b211a2f4e85fbf856736e318edb27c53286b7,Added the instruction basefee.,hrkrshnn,2021-07-12T14:48:18Z
v0.8.7,2021-08-11T12:55:33Z,a356059461c733564db0f5416677c56819776f02,Merge pull request #11755 from ethereum/smt_default_no_overflow,Leonardo,2021-08-09T12:53:43Z
v0.8.7,2021-08-11T12:55:33Z,ee6285d6d745b8e81407e47b5190ae9eba91c370,Do not create VCs for underoverflow by default for Sol >=0.8,Leo Alt,2021-07-07T10:31:09Z
v0.8.7,2021-08-11T12:55:33Z,6ec711b2f09d133fe579ef298b501183205227db,Merge pull request #11667 from ethereum/z3PPAScriptUpdate,Daniel Kirchner,2021-08-09T10:06:57Z
v0.8.7,2021-08-11T12:55:33Z,88b5be4224556dcb95520d89c576609e3c67d19d,Update Z3 version to 4.8.12 in PPA script and add static binary package.,Daniel Kirchner,2021-07-15T13:23:40Z
v0.8.7,2021-08-11T12:55:33Z,ce0e0c48fb1a22e6bc13e60ddc2a176595f9b6e6,Merge pull request #11754 from ethereum/smt_fix_docs,Leonardo,2021-08-06T16:50:34Z
v0.8.8,2021-09-27T16:12:56Z,dddeac2faf1e2d3527a85f8a308138d0b27af297,Merge pull request #12035 from ethereum/setReleaseDate,chriseth,2021-09-27T15:29:47Z
v0.8.8,2021-09-27T16:12:56Z,4e28020ff5cb40bafffcaf4168bae8925f2b2c9d,Set release date.,chriseth,2021-09-27T13:43:59Z
v0.8.8,2021-09-27T16:12:56Z,321e362789cbd4a6809180d58ffdc8d866f4af7c,Merge pull request #12024 from ethereum/require-boost-1.77-on-windows,chriseth,2021-09-27T13:41:21Z
v0.8.8,2021-09-27T16:12:56Z,8bcbf891e51b0492c482773a3b48d703e14a6195,Merge pull request #12007 from ethereum/include-path-option,chriseth,2021-09-27T13:40:14Z
v0.8.8,2021-09-27T16:12:56Z,39eb182ccc16f5fc05849691f98b808af5f91941,Merge pull request #11688 from ethereum/fix-and-document-allow-paths,chriseth,2021-09-27T13:39:14Z
v0.8.8,2021-09-27T16:12:56Z,aab6b8a3d775e90f777139b59114412cea899ff4,Merge pull request #11991 from ethereum/fix-handling-of-empty-dirs-and-empty-files-in-cmdline-tests,chriseth,2021-09-27T12:40:37Z
v0.8.8,2021-09-27T16:12:56Z,5b72e62b8960a70c6990120172e5a42cf6fb2a28,Merge pull request #12034 from ethereum/sortChangelog,chriseth,2021-09-27T12:11:37Z
v0.8.8,2021-09-27T16:12:56Z,23f7b7781f47672267741922af77c0610abf495a,cmdlineTests.sh: Skip empty test directories,Kamil Śliwak,2021-09-17T18:54:01Z
v0.8.8,2021-09-27T16:12:56Z,970381cb1d96f8cc0e7443ff11bdebd35a187525,splitSources.py: Support the case where the input file is empty,Kamil Śliwak,2021-09-17T18:08:49Z
v0.8.8,2021-09-27T16:12:56Z,77aa1707e13a8cb1a60f7a83d5b27a3af4daa76e,"Revert ""Disable tests that fail on Windows due to a bug in Boost <= 1.76""",Kamil Śliwak,2021-09-24T13:28:48Z
v0.8.8,2021-09-27T16:12:56Z,e3a3829f97da0699615bf4ba6b30ef173cb69049,Increase minimum Boost version to 1.77 on Windows,Kamil Śliwak,2021-09-24T12:17:13Z
v0.8.8,2021-09-27T16:12:56Z,f909555022152188338e70a1409fd4f87bea6237,Treat ambiguous imports as errors,Kamil Śliwak,2021-08-26T16:35:25Z
v0.8.8,2021-09-27T16:12:56Z,9975b5e26b5a17ac648e4bedf1d4796eb08ca45e,Detect source unit name collisions between paths specified on the command line,Kamil Śliwak,2021-08-26T16:34:34Z
v0.8.8,2021-09-27T16:12:56Z,c8a7a1da7ce507885e37377fc431e61f17216577,Add --include-path option,Kamil Śliwak,2021-08-20T17:17:44Z
v0.8.8,2021-09-27T16:12:56Z,a61a950861012943083444cbe595e83d5601e0ab,createFilesWithParentDirs(): Use binary mode to preserve original newlines on Windows,Kamil Śliwak,2021-08-30T18:17:19Z
v0.8.8,2021-09-27T16:12:56Z,d4d778de771e19774eb60f9060f52d75fa3952d6,Disable tests that fail on Windows due to a bug in Boost <= 1.76,Kamil Śliwak,2021-08-04T14:57:19Z
v0.8.8,2021-09-27T16:12:56Z,60b2f2b9138ad8a1b39e2ea7f1c294905d4f23ec,Documentation for --allow-paths and changelog entry for fixes,Kamil Śliwak,2021-07-21T18:19:28Z
v0.8.8,2021-09-27T16:12:56Z,c0b83787821e0e2f609a0b92884e3b8c071e6afb,Do not whitelist any paths if remapping target is empty,Kamil Śliwak,2021-07-23T18:27:50Z
v0.8.8,2021-09-27T16:12:56Z,8a8471d9cc05167ca6ec0c943ff7a898dc56b9bb,Interpret remapping targets ending with /.. as directories,Kamil Śliwak,2021-07-21T16:59:08Z
v0.8.8,2021-09-27T16:12:56Z,479ba7c52314acf69883afe29c32f6f6014699ac,Handle allowing empty paths correctly,Kamil Śliwak,2021-07-23T23:30:17Z
v0.8.8,2021-09-27T16:12:56Z,3ac36127674fc823e18bbf2c4c4947acb5141e64,Whitelist base path,Kamil Śliwak,2021-07-24T01:54:46Z
v0.8.8,2021-09-27T16:12:56Z,52dd39212d9f48cb7367b9c9bb0c8008d9837bf0,Normalize allowed paths before comparing them with imports,Kamil Śliwak,2021-07-21T17:00:30Z
v0.8.8,2021-09-27T16:12:56Z,a436abfb25eae7fbc1e461d1311ff5d6b72357da,normalizeCLIPathForVFS(): Add an option for resolving symlinks,Kamil Śliwak,2021-07-21T16:52:12Z
v0.8.8,2021-09-27T16:12:56Z,f0dceffe1d5e3e5d313986e52e802b15f11a6e9e,Refactor parsing of remappings to remove duplication and improve readability,Kamil Śliwak,2021-07-23T21:43:10Z
v0.8.8,2021-09-27T16:12:56Z,b9b35a0def16110a1367a6c56f4524945d609cec,Tests for allowed paths (current state),Kamil Śliwak,2021-07-22T19:54:31Z
v0.8.8,2021-09-27T16:12:56Z,d06dc7613e1005b250b91309ae66fb359b722a99,Print diagnostic info for more exception types in the default import callback,Kamil Śliwak,2021-07-28T00:49:39Z
v0.8.8,2021-09-27T16:12:56Z,226f040e257d94a24dcfa3bd53d7061f4016efc3,Ensure that native path separators are always used in symlink targets on Windows,Kamil Śliwak,2021-07-28T00:36:30Z
v0.8.8,2021-09-27T16:12:56Z,ddcd515a3d9b5e82d32df19875830712f2baa0da,Sort changelog.,chriseth,2021-09-27T11:00:19Z
v0.8.8,2021-09-27T16:12:56Z,a67828b9bab213e5518384f454cac64f9f52eea2,Merge pull request #12033 from ethereum/changelog-clarification,chriseth,2021-09-27T10:38:27Z
v0.8.8,2021-09-27T16:12:56Z,4a6b22885e0fb78be0f2bbeb785fc0332988bcc8,Clarification in changelog,Harikrishnan Mulackal,2021-09-27T10:27:12Z
v0.8.9,2021-09-29T14:13:14Z,e5eed63a3e83d698d8657309fd371248945a1cda,Merge pull request #12056 from ethereum/setReleaseDatefro089,Harikrishnan Mulackal,2021-09-29T13:19:38Z
v0.8.9,2021-09-29T14:13:14Z,1a7faef0db867041231dfe18b83720c57aeb023e,Set release date.,chriseth,2021-09-29T11:59:41Z
v0.8.9,2021-09-29T14:13:14Z,968ba9fab51312fc8db0d04da9443b51ef03feba,Merge pull request #12055 from ethereum/fix-gas,chriseth,2021-09-29T12:00:47Z
v0.8.9,2021-09-29T14:13:14Z,14a678eb677e30d0f4f0e4aaf84ac6968bb379d8,Fix gas stats,hrkrshnn,2021-09-29T11:50:51Z
v0.8.9,2021-09-29T14:13:14Z,fb8b068e3282934bbcadae57aabbe879a7de10bc,Merge pull request #12054 from ethereum/additionaltestuserdefinedsigned,chriseth,2021-09-29T11:46:13Z
v0.8.9,2021-09-29T14:13:14Z,e347c983b509abf504b4613d3e18b95c5a969472,Update gas costs.,chriseth,2021-09-29T11:25:37Z
v0.8.9,2021-09-29T14:13:14Z,78a1c1ca6d56e9a81d89ddf1af5a163dad8b17fe,Add one more test case.,chriseth,2021-09-29T11:22:13Z
v0.8.9,2021-09-29T14:13:14Z,df9721f869a1c623e6bf5dd15e6c9ac963e807e5,Merge pull request #12047 from ethereum/fixFixedBytesCompilerUtils,chriseth,2021-09-29T10:23:15Z
v0.8.9,2021-09-29T14:13:14Z,b869f62189136dcd323d7d079caf853ae38ea6a3,Merge pull request #12053 from ethereum/buglist-user-defined,chriseth,2021-09-29T10:02:52Z
v0.8.9,2021-09-29T14:13:14Z,9d8a0a6f829ee9cbee06e1c84f3ff2ccd5b7e250,Buglist entry for UserDefinedValueTypesBug,hrkrshnn,2021-09-29T09:43:40Z
v0.8.9,2021-09-29T14:13:14Z,13354c0b9ac1c063f548aaf3db133e057d506bdc,Merge pull request #12050 from ethereum/signedImmutablesBug,chriseth,2021-09-29T09:46:58Z
v0.8.9,2021-09-29T14:13:14Z,090a46c2a5e1c2a614934a2b5e72852920e5a30f,New tests.,chriseth,2021-09-28T13:19:15Z
v0.8.9,2021-09-29T14:13:14Z,77932edb02f429ac7d0cf664c6fd6aed3a656fb5,Consider non-external functions not left-aligned.,chriseth,2021-09-28T14:07:43Z
v0.8.9,2021-09-29T14:13:14Z,cb052611cf1c50aa095efc92e098d6ce986b93d6,Fix signextend for user defined value types.,chriseth,2021-09-28T13:39:18Z
v0.8.9,2021-09-29T14:13:14Z,7b7e38768c1eb29a3e139f43075e6758074009d0,Update tests.,hrkrshnn,2021-09-28T08:54:12Z
v0.8.9,2021-09-29T14:13:14Z,da5c5928fe403ebad08f7ec6e1d9e54999a19ec4,Properly handle fixed-byte-like types.,chriseth,2021-09-28T12:21:39Z
v0.8.9,2021-09-29T14:13:14Z,6109b5c3a157115103cce045ecb30f005882e9e6,UserDefinedValueType.storageBytes() is correctly set,hrkrshnn,2021-09-28T08:52:09Z
v0.8.9,2021-09-29T14:13:14Z,8f7ba99e30576fd46dbcb3a6e87a8984c38bf466,Merge pull request #12045 from ethereum/arrayTestsForUDFT,chriseth,2021-09-29T08:39:34Z
v0.8.9,2021-09-29T14:13:14Z,7e7c68e5bf910b12ee9326dd34926c61261a4a71,Changelog entry.,chriseth,2021-09-28T15:46:00Z
v0.8.9,2021-09-29T14:13:14Z,ffe6e7dcf4be09902147ffcf9efa3412c4eab863,Bug list entry about the signed immutables bug.,chriseth,2021-09-28T15:36:54Z
v0.8.9,2021-09-29T14:13:14Z,90f4ca1048884f2393b1b981611bf61c9d501cd2,Do not store immutables packed.,chriseth,2021-09-28T14:41:32Z
v0.8.9,2021-09-29T14:13:14Z,ed7884e3418b9553eb5a4e045dd17c398f31fac7,Merge pull request #12043 from ethereum/exportCanonicalName,chriseth,2021-09-29T08:11:30Z
v0.8.9,2021-09-29T14:13:14Z,bb4e3e191dc8beb3e8696a5ec5adf6e7819305f8,Fix array copying check.,chriseth,2021-09-28T11:33:16Z
v0.8.9,2021-09-29T14:13:14Z,1b540c175d24f460981be1c386c0cf200cd0713b,Merge pull request #12051 from ethereum/updateVersionto098,chriseth,2021-09-29T07:13:20Z
v0.8.9,2021-09-29T14:13:14Z,89d959d7ac5bbaed8c6e2f4b83e18844540b54f3,Merge pull request #12048 from ethereum/tests-assembly-user-defined-value-type,chriseth,2021-09-28T15:57:36Z
v0.8.9,2021-09-29T14:13:14Z,b96be377ad3531696fbc1342d23aeaba29f8e5d9,Update version.,chriseth,2021-09-28T15:41:23Z
v0.8.9,2021-09-29T14:13:14Z,41f9aab219c3afab66f7e7ada7fe568e75f31853,Tests for assembly access of user defined value types.,hrkrshnn,2021-09-28T12:41:57Z
v0.8.9,2021-09-29T14:13:14Z,ee0e3e93771a41c9749502df7adb77495db2b5a4,Merge pull request #12044 from ethereum/user-defined-dirty-slot-test,chriseth,2021-09-28T10:10:01Z
v0.8.9,2021-09-29T14:13:14Z,b6e62d61ec7482e64fba600f2988e1555db97c60,Export canonicalName,chriseth,2021-09-28T09:05:52Z
v0.8.9,2021-09-29T14:13:14Z,e24083a298cf1801e15f457f816a490dec890dfd,UserDefinedValueType: test for reading from dirty storage slots,hrkrshnn,2021-09-28T09:15:43Z
v0.8.10,2021-11-09T09:42:05Z,fc4108302703fe8bb7cb2443c45a5c172c8e0f11,Merge pull request #12255 from ethereum/setReleaseDate,chriseth,2021-11-09T08:56:08Z
v0.8.10,2021-11-09T09:42:05Z,205e05b8f12cdd754adea2850055751fb201709b,CI: Add gitter failure notifications to all jobs,Kamil Śliwak,2021-10-21T16:46:04Z
